SIGLA ICAO AERÓDROMO;SIGLA IATA AERÓDROMO;NOME AERÓDROMO;MUNICÍPIO AERÓDROMO;ESTADO AERÓDROMO;PAÍS AERÓDROMO;AERONAVE CRÍTICA;LATITUDE;LONGITUDE
YFBS;FRB;FORBES AIRPORT;FORBES, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-33,363333;147,935
YFLI;FLS;FLINDERS ISLAND AIRPORT;FLINDERS ISLAND (WHITEMARK), TASMANIA;;AUSTRÁLIA;N/I;-40,091389;147,992778
YFRT;FOS;FORREST AIRPORT;FORREST, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-30,838333;128,115
YFTZ;FIZ;FITZROY CROSSING AIRPORT;FITZROY CROSSING, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-18,181944;125,558611
YGAD;...;HMAS STIRLING;GARDEN ISLAND, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-32,241667;115,683333
YGAM;GBP;GAMBOOLA AIRPORT;GAMBOOLA;;AUSTRÁLIA;4D;-16,549999;143,667007
YGAY;GAH;GAYNDAH AIRPORT;GAYNDAH, QUEENSLAND;;AUSTRÁLIA;N/I;-25,615278;151,620833
YGDH;GUH;GUNNEDAH AIRPORT;GUNNEDAH, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-30,961667;150,25
YGDI;GOO;GOONDIWINDI AIRPORT;GOONDIWINDI, QUEENSLAND;;AUSTRÁLIA;N/I;-28,521389;150,320278
YGEL;GET;GERALDTON AIRPORT;GERALDTON, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-28,796111;114,7075
YGFN;GFN;CLARENCE VALLEY REGIONAL AIRPORT;GRAFTON, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-29,76;153,03
YGIG;...;RAAF BASE GINGIN;GINGIN, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-31,465;115,863333
YGLA;GLT;GLADSTONE AIRPORT;GLADSTONE, QUEENSLAND;;AUSTRÁLIA;N/I;-23,869722;151,222778
YGLB;GUL;GOULBURN AIRPORT;GOULBURN, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-34,801667;149,718333
YGLG;GEX;GEELONG AIRPORT;GROVEDALE, VICTORIA;;AUSTRÁLIA;N/I;-38,225278;144,333056
YGLI;GLI;GLEN INNES AIRPORT;GLEN INNES, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-29,675;151,69
YGNB;...;RAAF BASE GLENBROOK (HELIPADS ONLY);GLENBROOK, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-33,763333;150,636667
YGPT;GPN;GARDEN POINT AIRPORT;MELVILLE ISLAND, NORTHERN TERRITORY;;AUSTRÁLIA;N/I;-11,399167;130,425278
YGTE;GTE;GROOTE EYLANDT AIRPORT;GROOTE EYLANDT (ALYANGULA), NORTHERN TERRITORY;;AUSTRÁLIA;N/I;-13,975;136,46
YGTH;GFF;GRIFFITH AIRPORT;GRIFFITH, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-34,251667;146,066667
YGTO;GEE;GEORGE TOWN AIRPORT;GEORGE TOWN, TASMANIA;;AUSTRÁLIA;N/I;-41,08;146,84
YGWA;...;GOOLWA AIRPORT;GOOLWA, SOUTH AUSTRALIA;;AUSTRÁLIA;N/I;-35,481667;138,751667
YGYM;GYP;GYMPIE AIRPORT;GYMPIE, QUEENSLAND;;AUSTRÁLIA;N/I;-26,283333;152,701667
YHAY;HXX;HAY AIRPORT;HAY, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-34,531389;144,829722
YHBA;HVB;HERVEY BAY AIRPORT;HERVEY BAY, QUEENSLAND;;AUSTRÁLIA;N/I;-25,318889;152,880278
YHID;HID;HORN ISLAND AIRPORT;HORN ISLAND, QUEENSLAND;;AUSTRÁLIA;N/I;-10,586389;142,29
YHLC;HCQ;HALLS CREEK AIRPORT;HALLS CREEK, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-18,233889;127,669722
YHML;HLT;HAMILTON AIRPORT;HAMILTON, VICTORIA;;AUSTRÁLIA;N/I;-37,648333;142,065
YHOT;MHU;MOUNT HOTHAM AIRPORT;BRIGHT, VICTORIA;;AUSTRÁLIA;N/I;-37,0475;147,334167
YHOX;...;HOXTON PARK AIRPORT;HOXTON PARK, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-33,909722;150,852222
YHPN;HTU;HOPETOUN AIRPORT;HOPETOUN, VICTORIA;;AUSTRÁLIA;N/I;-35,715;142,36
YHSM;HSM;HORSHAM AIRPORT;HORSHAM, VICTORIA;;AUSTRÁLIA;N/I;-36,669722;142,172778
YHUG;HGD;HUGHENDEN AIRPORT;HUGHENDEN, QUEENSLAND;;AUSTRÁLIA;N/I;-20,815;144,225
YIMB;...;KIMBA AIRPORT;KIMBA, SOUTH AUSTRALIA;;AUSTRÁLIA;N/I;-33,099722;136,459722
YITT;...;MITTA MITTA AIRPORT;MITTA MITTA, VICTORIA;;AUSTRÁLIA;N/I;-36,511667;147,356667
YIVL;IVR;INVERELL AIRPORT;INVERELL, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-29,888333;151,144167
YJAB;JAB;JABIRU AIRPORT;JABIRU, NORTHERN TERRITORY;;AUSTRÁLIA;N/I;-12,658333;132,893333
YJBY;...;JERVIS BAY AIRPORT;JERVIS BAY, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-35,146667;150,696667
YJLC;JCK;JULIA CREEK AIRPORT;JULIA CREEK, QUEENSLAND;;AUSTRÁLIA;N/I;-20,668333;141,7225
YJNB;JUR;JURIEN BAY AIRPORT;JURIEN BAY, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-30,303333;115,055
YKBL;KDB;KAMBALDA AIRPORT;KAMBALDA, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-31,19;121,598333
YKBR;KAX;KALBARRI AIRPORT;KALBARRI, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-27,691667;114,26
YKBY;KBY;STREAKY BAY AIRPORT;STREAKY BAY, SOUTH AUSTRALIA;;AUSTRÁLIA;N/I;-32,833611;134,293333
YKER;KRA;KERANG AIRPORT;KERANG, VICTORIA;;AUSTRÁLIA;N/I;-35,751667;143,94
YKII;KNS;KING ISLAND AIRPORT;KING ISLAND (CURRIE), TASMANIA;;AUSTRÁLIA;N/I;-39,8775;143,878333
YKKG;KFG;KALKGURUNG AIRPORT;KALKARINGI, NORTHERN TERRITORY;;AUSTRÁLIA;N/I;-17,431944;130,808056
YKMB;KRB;KARUMBA AIRPORT;KARUMBA, QUEENSLAND;;AUSTRÁLIA;N/I;-17,455;140,831667
YKMP;KPS;KEMPSEY AIRPORT;KEMPSEY, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-31,074444;152,769722
YKNG;KNI;KATANNING AIRPORT;KATANNING, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-33,699444;117,655
YKOW;KWM;KOWANYAMA AIRPORT;KOWANYAMA, QUEENSLAND;;AUSTRÁLIA;N/I;-15,485556;141,751389
YKRY;KGY;KINGAROY AIRPORT;KINGAROY, QUEENSLAND;;AUSTRÁLIA;N/I;-26,58;151,841667
YKSC;KGC;KINGSCOTE AIRPORT;KINGSCOTE, KANGAROO ISLAND, SOUTH AUSTRALIA;;AUSTRÁLIA;N/I;-35,713889;137,521667
YKTN;...;KYNETON AIRPORT;KYNETON, VICTORIA;;AUSTRÁLIA;N/I;-37,225;144,446667
YKUB;KUG;KUBIN AIRPORT;KUBIN, QUEENSLAND;;AUSTRÁLIA;N/I;-10,225;142,223333
YLEC;LGH;LEIGH CREEK AIRPORT;LEIGH CREEK, SOUTH AUSTRALIA;;AUSTRÁLIA;N/I;-30,598333;138,426667
YLED;...;LETHBRIDGE AIRPARK;LETHBRIDGE, VICTORIA;;AUSTRÁLIA;N/I;-37,918333;144,101667
YLEG;...;LEONGATHA AIRPORT;LEONGATHA, VICTORIA;;AUSTRÁLIA;N/I;-38,495;145,86
YLEO;LNO;LEONORA AIRPORT;LEONORA, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-28,878056;121,315556
YLEV;LEL;LAKE EVELLA AIRPORT;GAPUWIYAK, NORTHERN TERRITORY;;AUSTRÁLIA;N/I;-12,498333;135,805
YLHI;LDH;LORD HOWE ISLAND AIRPORT;LORD HOWE ISLAND, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-31,538333;159,077222
YLHR;IRG;LOCKHART RIVER AIRPORT;LOCKHART RIVER, QUEENSLAND;;AUSTRÁLIA;N/I;-12,786944;143,304722
YLIL;...;LILYDALE AIRPORT;LILYDALE, VICTORIA;;AUSTRÁLIA;N/I;-37,691667;145,366667
YLIS;LSY;LISMORE AIRPORT;LISMORE, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-28,828056;153,26
YLOX;...;LOXTON AIRPORT;LOXTON, SOUTH AUSTRALIA;;AUSTRÁLIA;N/I;-34,475;140,663333
YLRD;LHG;LIGHTNING RIDGE AIRPORT;LIGHTNING RIDGE, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-29,456667;147,985
YLRE;LRE;LONGREACH AIRPORT;LONGREACH, QUEENSLAND;;AUSTRÁLIA;N/I;-23,434167;144,280278
YLST;LER;LEINSTER AIRPORT;LEINSTER, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-27,843333;120,703333
YLTN;LVO;LAVERTON AIRPORT;LAVERTON, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-28,613611;122,423889
YLTV;TGN;LATROBE VALLEY AIRPORT;MORWELL, VICTORIA;;AUSTRÁLIA;N/I;-38,207222;146,470278
YLVK;...;LAVARACK BARRACKS;TOWNSVILLE, QUEENSLAND;;AUSTRÁLIA;N/I;-19,321667;146,801667
YLZI;LZR;LIZARD ISLAND AIRPORT;LIZARD ISLAND, QUEENSLAND;;AUSTRÁLIA;N/I;-14,673333;145,455
YMAV;AVV;AVALON AIRPORT;AVALON, VICTORIA;;AUSTRÁLIA;N/I;-38,040556;144,470833
YMAY;ABX;ALBURY AIRPORT;ALBURY, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-36,068333;146,958333
YMBA;MRG;MAREEBA AIRPORT;MAREEBA, QUEENSLAND;;AUSTRÁLIA;N/I;-17,069167;145,419167
YMBD;...;MURRAY BRIDGE AIRPORT;MURRAY BRIDGE, SOUTH AUSTRALIA;;AUSTRÁLIA;N/I;-35,066667;139,226667
YMBU;...;MARYBOROUGH AIRPORT;MARYBOROUGH, VICTORIA;;AUSTRÁLIA;N/I;-37,033333;143,708333
YMCO;XMC;MALLACOOTA AIRPORT;MALLACOOTA, VICTORIA;;AUSTRÁLIA;N/I;-37,598889;149,720833
YMDG;DGE;MUDGEE AIRPORT;MUDGEE, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-32,5625;149,611111
YMEK;MKR;MEEKATHARRA AIRPORT;MEEKATHARRA, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-26,611667;118,547778
YMEN;MEB;ESSENDON AIRPORT;ESSENDON NORTH, VICTORIA;;AUSTRÁLIA;N/I;-37,728056;144,901944
YMER;MIM;MERIMBULA AIRPORT;MERIMBULA, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-36,908611;149,901389
YMES;...;RAAF EAST SALE;SALE, VICTORIA;;AUSTRÁLIA;N/I;-38,098889;147,149444
YMGB;MGT;MILINGIMBI AIRPORT;MILINGIMBI ISLAND, NORTHERN TERRITORY;;AUSTRÁLIA;N/I;-12,094444;134,893611
YMGD;MNG;MANINGRIDA AIRPORT;MANINGRIDA, NORTHERN TERRITORY;;AUSTRÁLIA;N/I;-12,056111;134,234167
YMGT;MQZ;MARGARET RIVER AIRPORT;MARGARET RIVER, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-33,93;115,1
YMHB;HBA;HOBART INTERNATIONAL AIRPORT;CAMBRIDGE, TASMANIA;;AUSTRÁLIA;N/I;-42,836667;147,51
YMIA;MQL;MILDURA AIRPORT;MILDURA, VICTORIA;;AUSTRÁLIA;N/I;-34,229167;142,085556
YMJM;MJP;MANJIMUP AIRPORT;MANJIMUP, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-34,265278;116,140278
YMLT;LST;LAUNCESTON AIRPORT;LAUNCESTON, TASMANIA;;AUSTRÁLIA;N/I;-41,545;147,215
YMMB;MBW;MOORABBIN AIRPORT;MOORABBIN, VICTORIA;;AUSTRÁLIA;N/I;-37,975833;145,102222
YMML;MEL;MELBOURNE AIRPORT;MELBOURNE, VICTORIA;;AUSTRÁLIA;N/I;-37,673333;144,843333
YMMU;MMM;MIDDLEMOUNT AIRPORT;MIDDLEMOUNT, QUEENSLAND;;AUSTRÁLIA;N/I;-22,803333;148,705
YMND;MTL;MAITLAND AIRPORT;RUTHERFORD, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-32,703333;151,488333
YMNE;WME;MOUNT KEITH AIRPORT;MOUNT KEITH, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-27,286389;120,554722
YMNG;...;MANGALORE AIRPORT;MANGALORE, VICTORIA;;AUSTRÁLIA;N/I;-36,888333;145,184167
YMOG;MMG;MOUNT MAGNET AIRPORT;MOUNT MAGNET, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-28,116111;117,841667
YMOR;MRZ;MOREE AIRPORT;MOREE, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-29,498889;149,844722
YMPC;...;RAAF WILLIAMS;POINT COOK, VICTORIA;;AUSTRÁLIA;N/I;-37,931667;144,753333
YMRB;MOV;MORANBAH AIRPORT;MORANBAH, QUEENSLAND;;AUSTRÁLIA;N/I;-22,057778;148,0775
YMRW;MWB;MORAWA AIRPORT;MORAWA, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-29,201389;116,021944
YMRY;MYA;MORUYA AIRPORT;MORUYA, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-35,897778;150,144444
YMTG;MGB;MOUNT GAMBIER AIRPORT;MOUNT GAMBIER, SOUTH AUSTRALIA;;AUSTRÁLIA;N/I;-37,745556;140,785278
YMUI;MYI;MURRAY ISLAND AIRPORT;MURRAY ISLAND, QUEENSLAND;;AUSTRÁLIA;N/I;-9,914722;144,054167
YMWA;MXU;MULLEWA AIRPORT;MULLEWA, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-28,473889;115,517778
YMYB;MBH;MARYBOROUGH AIRPORT;MARYBOROUGH, QUEENSLAND;;AUSTRÁLIA;N/I;-25,513333;152,715
YNAR;NRA;NARRANDERA AIRPORT;NARRANDERA, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-34,702222;146,512222
YNBR;NAA;NARRABRI AIRPORT;NARRABRI, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-30,319167;149,827222
YNGU;RPM;NGUKURR AIRPORT;ROPER RIVER, NORTHERN TERRITORY;;AUSTRÁLIA;N/I;-14,722778;134,7475
YNHL;...;NHILL AIRPORT;NHILL, VICTORIA;;AUSTRÁLIA;N/I;-36,309722;141,640833
YNRC;NAC;NARACOORTE AIRPORT;NARACOORTE, SOUTH AUSTRALIA;;AUSTRÁLIA;N/I;-36,985;140,718056
YNRM;QRM;NARROMINE AIRPORT;NARROMINE, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-32,214444;148,224722
YNTN;NTN;NORMANTON AIRPORT;NORMANTON, QUEENSLAND;;AUSTRÁLIA;N/I;-17,685;141,07
YNWN;ZNE;NEWMAN AIRPORT;NEWMAN, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-23,417778;119,802778
YNYN;NYN;NYNGAN AIRPORT;NYNGAN, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-31,551667;147,203333
YOLW;ONS;ONSLOW AIRPORT;ONSLOW, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-21,668333;115,113056
YOOD;ODD;OODNADATTA AIRPORT;OODNADATTA, SOUTH AUSTRALIA;;AUSTRÁLIA;N/I;-27,56;135,445
YOOM;MOO;MOOMBA AIRPORT;MOOMBA, SOUTH AUSTRALIA;;AUSTRÁLIA;N/I;-28,1;140,196667
YORB;RBS;ORBOST AIRPORT;ORBOST, VICTORIA;;AUSTRÁLIA;N/I;-37,79;148,61
YORG;OAG;ORANGE AIRPORT;ORANGE, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-33,381667;149,133056
YPAD;ADL;ADELAIDE INTERNATIONAL AIRPORT;ADELAIDE, SOUTH AUSTRALIA;;AUSTRÁLIA;N/I;-34,945;138,530556
YPAG;PUG;PORT AUGUSTA AIRPORT;PORT AUGUSTA, SOUTH AUSTRALIA;;AUSTRÁLIA;N/I;-32,506944;137,716667
YPAM;PMK;PALM ISLAND AIRPORT;PALM ISLAND, QUEENSLAND;;AUSTRÁLIA;N/I;-18,755278;146,581389
YPBO;PBO;PARABURDOO AIRPORT;PARABURDOO, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-23,171389;117,745556
YPCC;CCK;COCOS (KEELING) ISLAND INTERNATIONAL AIRPORT;COCOS (KEELING) ISLANDS;;AUSTRÁLIA;N/I;-12,188611;96,830556
YPDN;DRW;DARWIN INTERNATIONAL AIRPORT/RAAF DARWIN (JOINT USE);DARWIN, NORTHERN TERRITORY;;AUSTRÁLIA;N/I;-12,414722;130,876667
YPEA;...;RAAF PEARCE;BULLSBROOK, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-31,667778;116,015
YPEC;BEO;BELMONT AIRPORT;PELICAN, NEW SOUTH WALES,;;AUSTRÁLIA;N/I;-33,066667;151,648333
YPED;...;RAAF EDINBURGH;SALISBURY, SOUTH AUSTRALIA;;AUSTRÁLIA;N/I;-34,7025;138,620833
YPGV;GOV;GOVE AIRPORT;NHULUNBUY, NORTHERN TERRITORY;;AUSTRÁLIA;N/I;-12,27;136,818333
YPIR;PPI;PORT PIRIE AIRPORT;PORT PIRIE, SOUTH AUSTRALIA;;AUSTRÁLIA;N/I;-33,238889;137,995
YPJT;JAD;JANDAKOT AIRPORT;JANDAKOT, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-32,0975;115,881111
YPKA;KTA;KARRATHA AIRPORT;KARRATHA, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-20,712222;116,773333
YPKG;KGI;KALGOORLIE-BOULDER AIRPORT;KALGOORLIE, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-30,789444;121,461667
YPKS;PKE;PARKES AIRPORT;PARKES, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-33,131389;148,239167
YPKT;PKT;PORT KEATS AIRFIELD;PORT KEATS, NORTHERN TERRITORY;;AUSTRÁLIA;N/I;-14,248333;129,528333
YPKU;KNX;KUNUNURRA AIRPORT;KUNUNURRA, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-15,778056;128,7075
YPLC;PLO;PORT LINCOLN AIRPORT;PORT LINCOLN, SOUTH AUSTRALIA;;AUSTRÁLIA;N/I;-34,605278;135,880278
YPLM;LEA;RAAF LEARMONTH (JOINT USE);EXMOUTH, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-22,235833;114,088611
YPMP;EDR;EDWARD RIVER AIRPORT;PORMPURAAW, QUEENSLAND;;AUSTRÁLIA;N/I;-14,896667;141,609444
YPMQ;PQQ;PORT MACQUARIE AIRPORT;PORT MACQUARIE, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-31,435833;152,863333
YPOD;PTJ;PORTLAND AIRPORT;PORTLAND, VICTORIA;;AUSTRÁLIA;N/I;-38,318056;141,471111
YPPD;PHE;PORT HEDLAND INTERNATIONAL AIRPORT;PORT HEDLAND, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-20,377778;118,626389
YPPF;...;PARAFIELD AIRPORT;SALISBURY, SOUTH AUSTRALIA;;AUSTRÁLIA;N/I;-34,793333;138,633056
YPPH;PER;PERTH INTERNATIONAL AIRPORT;REDCLIFFE, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-31,940278;115,966944
YPSV;KSV;SPRINGVALE AIRPORT;SPRINGVALE, QUEENSLAND;;AUSTRÁLIA;N/I;-23,543056;140,703333
YPTN;KTR;RAAF TINDAL;KATHERINE, NORTHERN TERRITORY;;AUSTRÁLIA;N/I;-14,521111;132,377778
YPWR;UMR;RAAF WOOMERA;WOOMERA, SOUTH AUSTRALIA;;AUSTRÁLIA;N/I;-31,144167;136,816944
YPXM;XCH;CHRISTMAS ISLAND AIRPORT;CHRISTMAS ISLAND;;AUSTRÁLIA;N/I;-10,450556;105,690278
YQLP;ULP;QUILPIE AIRPORT;QUILPIE, QUEENSLAND;;AUSTRÁLIA;N/I;-26,608611;144,257222
YRED;...;REDCLIFFE AIRPORT;ROTHWELL, QUEENSLAND;;AUSTRÁLIA;N/I;-27,206667;153,068333
YREN;RMK;RENMARK AIRPORT;RENMARK, SOUTH AUSTRALIA;;AUSTRÁLIA;N/I;-34,196667;140,673333
YRMD;RCM;RICHMOND AIRPORT;RICHMOND, QUEENSLAND;;AUSTRÁLIA;N/I;-20,701944;143,114722
YROI;RBC;ROBINVALE AIRPORT;ROBINVALE, VICTORIA;;AUSTRÁLIA;N/I;-34,65;142,116667
YROM;RMA;ROMA AIRPORT;ROMA, QUEENSLAND;;AUSTRÁLIA;N/I;-26,545;148,774722
YRTI;RTS;ROTTNEST ISLAND AIRPORT;ROTTNEST ISLAND, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-32,006667;115,539722
YSBK;BWU;BANKSTOWN AIRPORT;BANKSTOWN, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-33,925;150,988333
YSCB;CBR;CANBERRA INTERNATIONAL AIRPORT;CANBERRA, AUSTRALIAN CAPITAL TERRITORY;;AUSTRÁLIA;N/I;-35,306944;149,195
YSCN;CDU;CAMDEN AIRPORT;CAMDEN, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-34,04;150,686667
YSDU;DBO;DUBBO AIRPORT;DUBBO, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-32,216667;148,575
YSGE;SGO;ST GEORGE AIRPORT;ST GEORGE, QUEENSLAND;;AUSTRÁLIA;N/I;-28,05;148,595
YSHK;MJK;SHARK BAY AIRPORT;DENHAM, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-25,893333;113,576667
YSHR;...;WHITSUNDAY AIRPORT;SHUTE HARBOUR, AIRLIE BEACH, QUEENSLAND;;AUSTRÁLIA;N/I;-20,276667;148,755278
YSHT;SHT;SHEPPARTON AIRPORT;SHEPPARTON, VICTORIA;;AUSTRÁLIA;N/I;-36,428889;145,3925
YSHW;...;HOLSWORTHY BARRACKS;HOLSWORTHY, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-33,995;150,951667
YSMI;SIO;SMITHTON AIRPORT;SMITHTON, TASMANIA;;AUSTRÁLIA;N/I;-40,835;145,083333
YSNB;SNB;SNAKE BAY AIRPORT;MELVILLE ISLAND, NORTHERN TERRITORY;;AUSTRÁLIA;N/I;-11,422778;130,653611
YSNF;NLK;NORFOLK ISLAND AIRPORT;NORFOLK ISLAND;;AUSTRÁLIA;N/I;-29,0425;167,938056
YSNW;NOA;HMAS ALBATROSS;NOWRA, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-34,948889;150,536944
YSOL;SLJ;SOLOMON AIRPORT;KARIJINI NATIONAL PARK, WESTERN AUSTRALIA;;AUSTRÁLIA;N/I;-22,255278;117,761944
YSPE;SNH;STANTHORPE AIRPORT;STANTHORPE, QUEENSLAND;;AUSTRÁLIA;N/I;-28,618333;151,99
YSPT;SHQ;SOUTHPORT AIRPORT;SOUTHPORT, QUEENSLAND;;AUSTRÁLIA;N/I;-27,921667;153,371667
YSRI;XRH;RAAF RICHMOND;RICHMOND, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-33,600556;150,780833
YSRN;SRN;STRAHAN AIRPORT;STRAHAN, TASMANIA;;AUSTRÁLIA;N/I;-42,155556;145,291389
YSSY;SYD;SYDNEY AIRPORT;MASCOT, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-33,946111;151,177222
YSTH;HLS;ST HELENS AIRPORT;SAINT HELENS, TASMANIA;;AUSTRÁLIA;N/I;-41,336667;148,281667
YSTW;TMW;TAMWORTH AIRPORT;TAMWORTH, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-31,083889;150,849444
YSWG;WGA;WAGGA WAGGA AIRPORT;WAGGA WAGGA, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-35,165278;147,466389
YSWH;SWH;SWAN HILL AIRPORT;SWAN HILL, VICTORIA;;AUSTRÁLIA;N/I;-35,375833;143,549444
YSWL;SWC;STAWELL AIRPORT;STAWELL, VICTORIA;;AUSTRÁLIA;N/I;-37,071667;142,74
YTAM;XTO;TAROOM AIRPORT;TAROOM, QUEENSLAND;;AUSTRÁLIA;N/I;-25,801944;149,913333
YTEM;TEM;TEMORA AIRPORT;TEMORA, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-34,421667;147,511667
YTGM;XTG;THARGOMINDAH AIRPORT;THARGOMINDAH, QUEENSLAND;;AUSTRÁLIA;N/I;-27,986389;143,810833
YTGT;GTS;THE GRANITES AIRPORT;THE GRANITES, NORTHERN TERRITORY, NORTHERN TERRITORY;;AUSTRÁLIA;N/I;-20,548333;130,35
YTIB;TYB;TIBOOBURRA AIRPORT;TIBOOBURRA, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-29,451667;142,058333
YTMU;TUM;TUMUT AIRPORT;TUMUT, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-35,262778;148,240833
YTNG;THG;THANGOOL AIRPORT;THANGOOL, QUEENSLAND;;AUSTRÁLIA;N/I;-24,493889;150,578889
YTNK;TCA;TENNANT CREEK AIRPORT;TENNANT CREEK, NORTHERN TERRITORY;;AUSTRÁLIA;N/I;-19,634444;134,183333
YTOC;TCW;TOCUMWAL AIRPORT;TOCUMWAL, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-35,810833;145,604167
YTQY;...;TORQUAY AIRPORT;TORQUAY, VICTORIA;;AUSTRÁLIA;N/I;-38,295833;144,364444
YTRE;TRO;TAREE AIRPORT;TAREE, NEW SOUTH WALES;;AUSTRÁLIA;N/I;-31,888611;152,513889
YTWB;TWB;TOOWOOMBA AIRPORT;TOOWOOMBA, QUEENSLAND;;AUSTRÁLIA;N/I;-27,541389;151,9125
YTYA;...;TYABB AIRPORT;TYABB, VICTORIA;;AUSTRÁLIA;N/I;-38,266667;145,179444
YWBL;WMB;WARRNAMBOOL AIRPORT;WARRNAMBOOL, VICTORIA;;AUSTRÁLIA;N/I;-38,295278;142,446667
YWDH;WNR;WINDORAH AIRPORT;WINDORAH, QUEENSLAND;;AUSTRÁLIA;N/I;-25,413333;142,666667
YWGT;WGT;WANGARATTA AIRPORT;WANGARATTA, VICTORIA;;AUSTRÁLIA;N/I;-36,415833;146,306944
YWHA;WYA;WHYALLA AIRPORT;WHYALLA, SOUTH AUSTRALIA;;AUSTRÁLIA;N/I;-33,058889;137,514444
YWHI;WSY;WHITSUNDAY AIRPORT;AIRLIE BEACH, QUEENSLAND;;AUSTRÁLIA;N/I;-20,276667;148,755278
YWIS;...;WILLIAMSON AIRFIELD;ROCKHAMPTON, QUEENSLAND;;AUSTRÁLIA;N/I;-22,473333;150,178333
YWKB;WKB;WARRACKNABEAL AIRPORT;WARRACKNABEAL, VICTORIA;;AUSTRÁLIA;N/I;-36,321111;142,419444
YWKI;...;WAIKERIE AIRPORT;WAIKERIE, SOUTH AUSTRALIA;;AUSTRÁLIA;N/I;-34,183333;140,03
